6.Dia Arrecadação,2. Valor Arrecadação Bruta Original
28 mai 2003,"1.176.564.458,10"
27 mai 2003,"171.551.534,84"
26 mai 2003,"177.432.039,54"
23 mai 2003,"254.452.629,97"
22 mai 2003,"118.262.059,31"
21 mai 2003,"910.291.700,28"
20 mai 2003,"375.641.164,42"
19 mai 2003,"116.111.185,71"
16 mai 2003,"461.998.285,56"
15 mai 2003,"5.605.470.325,69"
14 mai 2003,"1.439.971.349,09"
13 mai 2003,"159.816.040,20"
12 mai 2003,"583.267.774,47"
09 mai 2003,"1.946.320.553,89"
08 mai 2003,"173.215.225,92"
07 mai 2003,"2.168.812.120,29"
06 mai 2003,"280.362.209,37"
05 mai 2003,"185.297.630,49"
02 mai 2003,"143.259.870,92"
30 abr 2003,"9.123.112.219,49"
29 abr 2003,"654.601.189,80"
28 abr 2003,"348.832.787,17"
25 abr 2003,"224.817.601,17"
24 abr 2003,"1.099.534.470,09"
23 abr 2003,"199.656.051,16"
22 abr 2003,"242.022.555,03"
17 abr 2003,"356.208.301,80"
16 abr 2003,"1.016.560.862,41"
15 abr 2003,"5.813.041.310,59"
14 abr 2003,"236.299.659,57"
11 abr 2003,"163.665.009,55"
10 abr 2003,"1.031.605.990,44"
09 abr 2003,"2.404.765.271,01"
08 abr 2003,"186.571.409,52"
07 abr 2003,"139.560.094,44"
04 abr 2003,"104.774.097,84"
03 abr 2003,"238.253.096,08"
02 abr 2003,"1.257.086.618,56"
01 abr 2003,"231.477.169,23"
31 mar 2003,"4.873.600.139,31"
28 mar 2003,"421.849.387,42"
27 mar 2003,"263.585.943,75"
26 mar 2003,"1.104.269.971,26"
25 mar 2003,"224.455.010,04"
24 mar 2003,"176.586.185,31"
21 mar 2003,"157.178.721,74"
20 mar 2003,"350.499.216,35"
19 mar 2003,"988.424.931,57"
18 mar 2003,"160.810.641,32"
17 mar 2003,"159.131.577,99"
14 mar 2003,"5.565.214.732,46"
13 mar 2003,"264.879.164,23"
12 mar 2003,"1.033.992.355,74"
11 mar 2003,"238.692.978,83"
10 mar 2003,"984.210.231,96"
07 mar 2003,"2.514.497.509,79"
06 mar 2003,"182.291.438,41"
05 mar 2003,"312.580.740,75"
28 fev 2003,"5.403.430.083,00"
27 fev 2003,"470.338.256,73"
26 fev 2003,"1.127.302.084,73"
25 fev 2003,"280.946.595,79"
24 fev 2003,"150.376.138,88"
21 fev 2003,"173.781.439,53"
20 fev 2003,"429.848.579,33"
19 fev 2003,"975.543.628,73"
18 fev 2003,"137.696.405,00"
17 fev 2003,"157.553.897,81"
14 fev 2003,"5.486.854.164,93"
13 fev 2003,"299.594.289,88"
12 fev 2003,"1.257.538.274,26"
11 fev 2003,"168.387.932,72"
10 fev 2003,"1.052.384.558,86"
07 fev 2003,"157.173.976,08"
06 fev 2003,"167.421.841,54"
05 fev 2003,"2.586.988.353,37"
04 fev 2003,"122.207.177,68"
03 fev 2003,"165.045.242,23"
31 jan 2003,"7.384.396.028,25"
30 jan 2003,"610.585.308,40"
29 jan 2003,"1.136.530.544,46"
28 jan 2003,"185.383.222,43"
27 jan 2003,"178.070.700,32"
24 jan 2003,"132.510.420,78"
23 jan 2003,"277.296.165,69"
22 jan 2003,"903.571.680,61"
21 jan 2003,"179.015.962,81"
20 jan 2003,"378.319.867,90"
17 jan 2003,"176.121.062,19"
16 jan 2003,"143.682.407,55"
15 jan 2003,"7.560.354.462,40"
14 jan 2003,"220.784.528,14"
13 jan 2003,"267.732.106,12"
10 jan 2003,"1.085.284.785,30"
09 jan 2003,"219.791.157,05"
08 jan 2003,"2.817.841.716,09"
07 jan 2003,"131.595.366,33"
06 jan 2003,"330.047.781,17"
03 jan 2003,"820.972.383,87"
02 jan 2003,"819.703.854,72"
31 dez 2002,"643.838.671,33"
30 dez 2002,"3.293.983.488,92"
27 dez 2002,"518.039.242,06"
26 dez 2002,"2.464.299.121,93"
24 dez 2002,"97.898.868,03"
23 dez 2002,"372.235.847,96"
20 dez 2002,"628.091.756,27"
19 dez 2002,"278.510.524,20"
18 dez 2002,"1.397.940.142,99"
17 dez 2002,"175.846.308,19"
16 dez 2002,"204.363.690,44"
13 dez 2002,"5.775.740.231,35"
12 dez 2002,"415.919.148,74"
11 dez 2002,"1.382.504.576,74"
10 dez 2002,"1.267.574.490,82"
09 dez 2002,"257.176.008,54"
06 dez 2002,"152.861.984,40"
05 dez 2002,"175.383.511,46"
04 dez 2002,"2.581.930.976,76"
03 dez 2002,"176.989.250,35"
02 dez 2002,"322.107.496,09"
29 nov 2002,"4.691.287.148,93"
28 nov 2002,"411.401.680,29"
27 nov 2002,"1.252.754.703,58"
26 nov 2002,"244.332.846,63"
25 nov 2002,"294.847.450,11"
22 nov 2002,"328.523.540,73"
21 nov 2002,"248.849.986,65"
20 nov 2002,"1.094.016.752,57"
19 nov 2002,"170.914.938,84"
18 nov 2002,"781.769.811,12"
14 nov 2002,"5.746.440.728,43"
13 nov 2002,"1.276.958.146,27"
12 nov 2002,"149.146.797,17"
11 nov 2002,"676.781.203,52"
08 nov 2002,"731.373.346,68"
07 nov 2002,"178.751.854,38"
06 nov 2002,"2.312.248.580,97"
05 nov 2002,"288.079.783,12"
04 nov 2002,"144.396.932,49"
01 nov 2002,"95.481.378,92"
31 out 2002,"6.015.007.010,65"
30 out 2002,"1.551.615.371,15"
29 out 2002,"254.780.512,03"
28 out 2002,"200.649.982,12"
25 out 2002,"181.451.067,80"
24 out 2002,"136.629.521,55"
23 out 2002,"1.168.076.959,70"
22 out 2002,"165.782.971,17"
21 out 2002,"134.651.115,81"
18 out 2002,"466.502.961,43"
17 out 2002,"191.864.541,86"
16 out 2002,"860.026.492,44"
15 out 2002,"5.801.609.213,95"
14 out 2002,"222.366.976,25"
11 out 2002,"165.906.831,38"
10 out 2002,"1.123.291.844,84"
09 out 2002,"2.779.854.108,36"
08 out 2002,"197.925.439,77"
07 out 2002,"196.567.822,72"
04 out 2002,"155.648.103,77"
03 out 2002,"271.835.979,43"
02 out 2002,"1.279.657.196,92"
01 out 2002,"292.432.005,39"
30 set 2002,"6.788.064.633,06"
27 set 2002,"686.447.402,71"
26 set 2002,"220.854.622,38"
25 set 2002,"1.358.618.412,65"
24 set 2002,"529.267.275,54"
23 set 2002,"163.897.008,05"
20 set 2002,"402.620.560,72"
19 set 2002,"165.849.863,53"
18 set 2002,"850.077.352,69"
17 set 2002,"1.107.169.014,32"
16 set 2002,"181.121.213,67"
13 set 2002,"5.293.938.689,93"
12 set 2002,"174.691.160,41"
11 set 2002,"1.147.174.051,56"
10 set 2002,"1.127.131.063,90"
09 set 2002,"189.329.619,17"
06 set 2002,"165.619.782,44"
05 set 2002,"164.241.878,74"
04 set 2002,"1.857.369.324,78"
03 set 2002,"159.197.603,12"
02 set 2002,"192.081.359,44"
30 ago 2002,"4.242.100.025,90"
29 ago 2002,"247.289.433,87"
28 ago 2002,"1.096.423.271,31"
27 ago 2002,"168.259.363,35"
26 ago 2002,"148.209.890,55"
23 ago 2002,"263.474.340,37"
22 ago 2002,"125.968.401,12"
21 ago 2002,"869.830.686,95"
20 ago 2002,"426.278.207,97"
19 ago 2002,"119.279.860,26"
16 ago 2002,"132.626.312,33"
15 ago 2002,"5.045.940.721,85"
14 ago 2002,"1.393.366.468,48"
13 ago 2002,"151.405.090,45"
12 ago 2002,"608.961.687,43"
09 ago 2002,"703.643.518,43"
08 ago 2002,"108.443.081,90"
07 ago 2002,"2.063.567.152,03"
06 ago 2002,"179.798.251,45"
05 ago 2002,"238.088.281,15"
02 ago 2002,"192.503.972,12"
01 ago 2002,"157.549.908,89"
31 jul 2002,"6.955.401.303,88"
30 jul 2002,"451.250.832,85"
29 jul 2002,"252.968.041,76"
26 jul 2002,"330.908.378,62"
25 jul 2002,"133.620.076,55"
24 jul 2002,"954.254.496,03"
23 jul 2002,"175.644.925,51"
22 jul 2002,"230.334.855,05"
19 jul 2002,"370.836.264,08"
18 jul 2002,"161.480.335,27"
17 jul 2002,"773.810.429,17"
16 jul 2002,"162.308.809,89"
15 jul 2002,"5.049.413.878,00"
12 jul 2002,"160.828.548,29"
11 jul 2002,"471.159.134,74"
10 jul 2002,"1.900.351.928,77"
09 jul 2002,"91.663.643,44"
08 jul 2002,"152.193.674,96"
05 jul 2002,"146.779.187,43"
04 jul 2002,"144.543.525,34"
03 jul 2002,"2.160.255.285,66"
02 jul 2002,"176.812.282,08"
01 jul 2002,"198.906.576,56"
28 jun 2002,"4.539.273.302,06"
27 jun 2002,"294.249.193,84"
26 jun 2002,"1.025.875.728,15"
25 jun 2002,"283.888.968,82"
24 jun 2002,"154.726.956,35"
21 jun 2002,"152.345.475,71"
20 jun 2002,"370.574.727,77"
19 jun 2002,"773.429.958,29"
18 jun 2002,"149.287.208,91"
17 jun 2002,"140.283.785,54"
14 jun 2002,"4.910.590.858,77"
13 jun 2002,"236.255.114,06"
12 jun 2002,"1.049.964.564,07"
11 jun 2002,"165.152.605,51"
10 jun 2002,"1.088.991.033,87"
07 jun 2002,"142.281.238,97"
06 jun 2002,"94.291.833,61"
05 jun 2002,"1.562.070.490,60"
04 jun 2002,"205.511.084,12"
03 jun 2002,"173.263.249,16"
31 mai 2002,"3.833.777.544,77"
29 mai 2002,"1.436.406.560,35"
28 mai 2002,"246.606.899,97"
27 mai 2002,"142.275.977,97"
24 mai 2002,"114.457.701,56"
23 mai 2002,"185.857.503,30"
22 mai 2002,"861.562.080,53"
21 mai 2002,"135.169.783,12"
20 mai 2002,"392.510.308,60"
17 mai 2002,"150.308.524,33"
16 mai 2002,"104.543.373,53"
15 mai 2002,"5.669.851.045,92"
14 mai 2002,"182.179.256,12"
13 mai 2002,"143.240.567,29"
10 mai 2002,"1.048.442.254,17"
09 mai 2002,"143.890.012,94"
08 mai 2002,"1.951.422.521,29"
07 mai 2002,"136.538.342,04"
06 mai 2002,"320.545.329,82"
03 mai 2002,"134.018.078,64"
02 mai 2002,"886.202.036,77"
30 abr 2002,"6.682.902.843,09"
29 abr 2002,"544.048.068,20"
26 abr 2002,"227.045.961,74"
25 abr 2002,"177.806.009,16"
24 abr 2002,"913.682.352,17"
23 abr 2002,"120.942.225,60"
22 abr 2002,"148.231.736,78"
19 abr 2002,"439.796.952,25"
18 abr 2002,"138.591.232,96"
17 abr 2002,"755.828.465,66"
16 abr 2002,"118.662.260,70"
15 abr 2002,"4.775.338.793,69"
12 abr 2002,"171.994.154,69"
11 abr 2002,"116.310.375,98"
10 abr 2002,"1.938.523.520,35"
09 abr 2002,"166.242.996,44"
08 abr 2002,"145.228.403,74"
05 abr 2002,"122.269.629,06"
04 abr 2002,"94.589.084,70"
03 abr 2002,"1.836.308.608,13"
02 abr 2002,"176.849.346,51"
01 abr 2002,"190.443.620,23"
28 mar 2002,"4.822.512.758,68"
27 mar 2002,"1.314.183.135,86"
26 mar 2002,"206.620.378,14"
25 mar 2002,"284.446.567,43"
22 mar 2002,"132.431.425,70"
21 mar 2002,"163.979.084,60"
20 mar 2002,"969.981.650,61"
19 mar 2002,"107.644.648,01"
18 mar 2002,"116.994.049,18"
15 mar 2002,"4.341.816.733,12"
14 mar 2002,"155.832.100,73"
13 mar 2002,"952.302.327,94"
12 mar 2002,"141.823.082,58"
11 mar 2002,"447.303.739,74"
08 mar 2002,"543.479.558,39"
07 mar 2002,"145.558.244,03"
06 mar 2002,"1.931.596.482,29"
05 mar 2002,"248.654.220,24"
04 mar 2002,"182.772.264,14"
01 mar 2002,"161.317.452,06"
28 fev 2002,"4.990.574.060,54"
27 fev 2002,"1.003.062.412,49"
26 fev 2002,"181.267.948,74"
25 fev 2002,"253.611.089,95"
22 fev 2002,"133.705.561,09"
21 fev 2002,"136.364.173,74"
20 fev 2002,"1.248.540.782,99"
19 fev 2002,"145.997.788,07"
18 fev 2002,"114.195.728,40"
15 fev 2002,"5.387.839.137,47"
14 fev 2002,"218.761.136,28"
13 fev 2002,"441.228.505,81"
08 fev 2002,"736.678.440,23"
07 fev 2002,"161.693.947,54"
06 fev 2002,"1.790.480.683,79"
05 fev 2002,"282.240.806,72"
04 fev 2002,"160.086.550,58"
01 fev 2002,"187.279.760,11"
31 jan 2002,"8.129.554.944,11"
30 jan 2002,"1.100.651.350,43"
29 jan 2002,"205.264.715,76"
28 jan 2002,"184.905.639,14"
25 jan 2002,"78.056.446,47"
24 jan 2002,"130.740.908,32"
23 jan 2002,"906.845.618,81"
22 jan 2002,"181.259.271,17"
21 jan 2002,"159.977.252,33"
18 jan 2002,"378.837.674,71"
17 jan 2002,"127.499.160,98"
16 jan 2002,"848.251.134,56"
15 jan 2002,"4.687.815.115,04"
14 jan 2002,"214.699.879,29"
11 jan 2002,"145.389.755,82"
10 jan 2002,"972.681.073,44"
09 jan 2002,"1.944.168.687,66"
08 jan 2002,"171.248.052,14"
07 jan 2002,"120.436.944,89"
04 jan 2002,"1.237.077.380,94"
03 jan 2002,"556.848.434,34"
02 jan 2002,"547.694.297,74"
31 dez 2001,"4.528.152,42"
28 dez 2001,"3.481.715.995,42"
27 dez 2001,"1.766.434.015,81"
26 dez 2001,"605.334.851,20"
24 dez 2001,"50.478.617,14"
21 dez 2001,"321.039.165,04"
20 dez 2001,"405.644.648,49"
19 dez 2001,"1.135.044.106,42"
18 dez 2001,"168.243.274,17"
17 dez 2001,"211.285.572,03"
14 dez 2001,"4.248.902.876,68"
13 dez 2001,"318.035.662,25"
12 dez 2001,"1.290.163.352,25"
11 dez 2001,"164.397.998,31"
10 dez 2001,"1.233.313.410,36"
07 dez 2001,"156.652.588,01"
06 dez 2001,"218.445.325,04"
05 dez 2001,"2.276.516.133,10"
04 dez 2001,"191.426.722,30"
03 dez 2001,"249.832.935,25"
30 nov 2001,"3.187.496.215,18"
29 nov 2001,"328.053.656,24"
28 nov 2001,"1.323.140.109,54"
27 nov 2001,"130.788.212,35"
26 nov 2001,"138.893.758,55"
23 nov 2001,"250.522.466,01"
22 nov 2001,"127.867.298,70"
21 nov 2001,"771.983.879,12"
20 nov 2001,"359.057.891,36"
19 nov 2001,"151.894.460,84"
16 nov 2001,"109.404.950,44"
14 nov 2001,"5.307.439.220,66"
13 nov 2001,"208.782.112,41"
12 nov 2001,"647.520.540,65"
09 nov 2001,"671.356.988,60"
08 nov 2001,"164.791.467,51"
07 nov 2001,"1.840.946.267,57"
06 nov 2001,"296.517.405,80"
05 nov 2001,"149.833.998,54"
01 nov 2001,"168.813.223,16"
31 out 2001,"5.062.510.034,48"
30 out 2001,"498.254.334,94"
29 out 2001,"205.275.520,32"
26 out 2001,"180.278.742,25"
25 out 2001,"141.262.064,79"
24 out 2001,"974.569.318,15"
23 out 2001,"157.272.873,71"
22 out 2001,"110.213.047,26"
19 out 2001,"455.173.968,70"
18 out 2001,"125.004.423,98"
17 out 2001,"686.783.954,57"
16 out 2001,"261.040.853,08"
15 out 2001,"4.177.414.803,41"
11 out 2001,"202.857.463,52"
10 out 2001,"2.037.716.088,07"
09 out 2001,"173.844.260,38"
08 out 2001,"119.217.989,21"
05 out 2001,"135.056.581,69"
04 out 2001,"119.443.463,56"
03 out 2001,"2.238.451.599,83"
02 out 2001,"155.976.923,38"
01 out 2001,"189.819.269,05"
28 set 2001,"2.872.090.856,78"
27 set 2001,"350.405.562,23"
26 set 2001,"937.950.655,37"
25 set 2001,"405.780.506,17"
24 set 2001,"131.245.684,82"
21 set 2001,"167.084.493,99"
20 set 2001,"355.096.051,11"
19 set 2001,"850.931.466,50"
18 set 2001,"113.619.441,01"
17 set 2001,"196.702.528,96"
14 set 2001,"4.321.585.368,44"
13 set 2001,"260.969.726,57"
12 set 2001,"996.131.071,31"
11 set 2001,"157.625.223,36"
10 set 2001,"1.160.988.991,54"
06 set 2001,"140.034.195,56"
05 set 2001,"2.050.341.371,39"
04 set 2001,"130.929.866,76"
03 set 2001,"187.219.516,86"
31 ago 2001,"2.947.835.167,57"
30 ago 2001,"364.758.554,91"
29 ago 2001,"1.298.513.833,64"
28 ago 2001,"170.428.492,30"
27 ago 2001,"142.788.272,42"
24 ago 2001,"131.205.252,82"
23 ago 2001,"208.696.474,15"
22 ago 2001,"773.099.468,27"
21 ago 2001,"190.080.154,51"
20 ago 2001,"454.530.679,74"
17 ago 2001,"137.779.955,39"
16 ago 2001,"147.238.838,34"
15 ago 2001,"4.738.136.191,84"
14 ago 2001,"352.026.076,27"
13 ago 2001,"146.132.097,31"
10 ago 2001,"942.646.009,92"
09 ago 2001,"157.369.191,25"
08 ago 2001,"2.017.848.667,06"
07 ago 2001,"190.659.155,70"
06 ago 2001,"123.819.544,56"
03 ago 2001,"334.197.123,03"
02 ago 2001,"134.812.841,40"
01 ago 2001,"977.737.046,85"
31 jul 2001,"4.161.374.017,47"
30 jul 2001,"482.238.274,48"
27 jul 2001,"234.730.325,75"
26 jul 2001,"142.482.983,51"
25 jul 2001,"1.081.983.715,11"
24 jul 2001,"123.021.381,28"
23 jul 2001,"149.706.514,41"
20 jul 2001,"387.754.380,13"
19 jul 2001,"120.517.081,73"
18 jul 2001,"759.740.973,81"
17 jul 2001,"204.162.107,30"
16 jul 2001,"134.939.156,24"
13 jul 2001,"4.037.197.524,52"
12 jul 2001,"415.122.964,15"
11 jul 2001,"852.303.904,44"
10 jul 2001,"1.013.531.613,72"
09 jul 2001,"82.824.559,34"
06 jul 2001,"268.670.290,47"
05 jul 2001,"131.702.653,42"
04 jul 2001,"2.105.777.848,54"
03 jul 2001,"179.131.968,54"
02 jul 2001,"285.490.684,79"
29 jun 2001,"3.116.254.898,90"
28 jun 2001,"290.786.072,24"
27 jun 2001,"955.110.967,62"
26 jun 2001,"166.736.142,32"
25 jun 2001,"243.695.842,04"
22 jun 2001,"194.468.801,13"
21 jun 2001,"194.451.167,29"
20 jun 2001,"971.639.685,41"
19 jun 2001,"242.484.718,38"
18 jun 2001,"165.165.202,63"
15 jun 2001,"4.015.058.940,16"
13 jun 2001,"1.287.686.914,90"
12 jun 2001,"190.595.433,02"
11 jun 2001,"552.424.456,49"
08 jun 2001,"680.704.383,23"
07 jun 2001,"128.075.731,40"
06 jun 2001,"1.897.956.067,71"
05 jun 2001,"286.672.304,32"
04 jun 2001,"146.132.820,42"
01 jun 2001,"238.003.447,09"
31 mai 2001,"2.916.273.916,50"
30 mai 2001,"1.045.877.791,77"
29 mai 2001,"193.335.292,75"
28 mai 2001,"196.328.775,85"
25 mai 2001,"149.355.977,39"
24 mai 2001,"114.681.053,66"
23 mai 2001,"924.859.400,81"
22 mai 2001,"122.939.981,99"
21 mai 2001,"162.441.810,19"
18 mai 2001,"458.519.335,40"
17 mai 2001,"168.041.947,58"
16 mai 2001,"807.700.033,23"
15 mai 2001,"4.070.560.987,87"
14 mai 2001,"199.646.255,13"
11 mai 2001,"123.885.179,88"
10 mai 2001,"952.417.524,49"
09 mai 2001,"1.742.896.863,67"
08 mai 2001,"160.991.832,76"
07 mai 2001,"219.360.948,11"
04 mai 2001,"268.873.517,52"
03 mai 2001,"935.617.692,68"
02 mai 2001,"245.173.944,79"
30 abr 2001,"4.068.448.270,87"
27 abr 2001,"743.643.597,04"
26 abr 2001,"294.631.697,53"
25 abr 2001,"1.054.679.590,99"
24 abr 2001,"170.328.300,34"
23 abr 2001,"182.900.357,18"
20 abr 2001,"433.071.120,91"
19 abr 2001,"106.469.427,15"
18 abr 2001,"678.533.520,87"
17 abr 2001,"160.094.158,77"
16 abr 2001,"259.633.629,91"
12 abr 2001,"3.830.472.028,85"
11 abr 2001,"1.330.910.785,42"
10 abr 2001,"1.041.400.035,03"
09 abr 2001,"167.004.694,03"
06 abr 2001,"141.950.748,35"
05 abr 2001,"122.502.818,91"
04 abr 2001,"1.859.885.012,27"
03 abr 2001,"155.734.492,29"
02 abr 2001,"176.723.275,86"
30 mar 2001,"3.359.954.924,95"
29 mar 2001,"215.208.276,23"
28 mar 2001,"849.884.300,60"
27 mar 2001,"150.889.790,46"
26 mar 2001,"124.362.076,36"
23 mar 2001,"238.084.674,61"
22 mar 2001,"139.316.305,93"
21 mar 2001,"708.116.980,93"
20 mar 2001,"384.591.330,26"
19 mar 2001,"127.410.311,72"
16 mar 2001,"134.530.035,70"
15 mar 2001,"3.686.684.059,69"
14 mar 2001,"962.422.313,69"
13 mar 2001,"137.599.540,70"
12 mar 2001,"403.755.226,76"
09 mar 2001,"458.086.830,35"
08 mar 2001,"132.229.201,37"
07 mar 2001,"1.334.831.044,87"
06 mar 2001,"125.108.243,97"
05 mar 2001,"285.148.438,31"
02 mar 2001,"920.677.676,32"
01 mar 2001,"300.135.623,51"
28 fev 2001,"2.002.096.457,91"
23 fev 2001,"1.262.613.721,97"
22 fev 2001,"216.956.344,53"
21 fev 2001,"663.337.347,04"
20 fev 2001,"548.697.309,20"
19 fev 2001,"109.270.387,78"
16 fev 2001,"125.643.415,05"
15 fev 2001,"3.828.741.903,60"
14 fev 2001,"910.180.645,23"
13 fev 2001,"121.936.154,99"
12 fev 2001,"427.032.380,00"
09 fev 2001,"606.547.503,09"
08 fev 2001,"108.459.302,91"
07 fev 2001,"1.699.604.674,96"
06 fev 2001,"119.208.385,57"
05 fev 2001,"272.534.237,39"
02 fev 2001,"118.111.560,34"
01 fev 2001,"182.272.398,78"
31 jan 2001,"4.814.756.135,34"
30 jan 2001,"287.280.378,17"
29 jan 2001,"205.931.978,09"
26 jan 2001,"121.352.370,93"
25 jan 2001,"78.082.771,87"
24 jan 2001,"790.698.747,66"
23 jan 2001,"142.895.069,44"
22 jan 2001,"154.676.357,12"
19 jan 2001,"327.150.316,50"
18 jan 2001,"114.006.896,39"
17 jan 2001,"652.480.470,39"
16 jan 2001,"123.555.718,76"
15 jan 2001,"4.488.955.539,39"
12 jan 2001,"149.293.448,53"
11 jan 2001,"116.899.343,92"
10 jan 2001,"1.824.992.000,12"
09 jan 2001,"150.796.611,69"
08 jan 2001,"132.453.037,81"
05 jan 2001,"195.405.041,67"
04 jan 2001,"2.359.909.231,56"
03 jan 2001,"299.141.479,91"
02 jan 2001,"238.432.318,47"
29 dez 2000,"10.265.628,69"
28 dez 2000,"4.361.427.874,88"
27 dez 2000,"782.673.952,56"
26 dez 2000,"372.008.498,63"
22 dez 2000,"224.797.915,85"
21 dez 2000,"209.762.300,08"
20 dez 2000,"1.268.765.858,87"
19 dez 2000,"181.397.368,89"
18 dez 2000,"189.338.215,88"
15 dez 2000,"4.082.858.284,03"
14 dez 2000,"216.092.821,90"
13 dez 2000,"1.048.244.983,25"
12 dez 2000,"159.045.043,47"
11 dez 2000,"528.561.385,69"
08 dez 2000,"824.553.820,76"
07 dez 2000,"302.121.683,44"
06 dez 2000,"1.731.144.643,27"
05 dez 2000,"333.360.361,03"
04 dez 2000,"181.811.891,40"
01 dez 2000,"269.083.675,03"
30 nov 2000,"2.865.368.862,65"
29 nov 2000,"982.546.582,81"
28 nov 2000,"144.942.539,92"
27 nov 2000,"136.854.407,78"
24 nov 2000,"161.762.541,66"
23 nov 2000,"232.598.319,12"
22 nov 2000,"665.678.573,62"
21 nov 2000,"134.887.211,25"
20 nov 2000,"362.135.909,23"
17 nov 2000,"599.483.894,26"
16 nov 2000,"837.132.006,05"
14 nov 2000,"4.060.821.169,09"
13 nov 2000,"196.847.299,22"
10 nov 2000,"1.001.374.473,30"
09 nov 2000,"196.497.056,63"
08 nov 2000,"1.552.797.664,82"
07 nov 2000,"141.019.389,24"
06 nov 2000,"285.125.657,83"
03 nov 2000,"90.217.037,81"
01 nov 2000,"852.872.655,69"
31 out 2000,"4.017.746.066,23"
30 out 2000,"411.568.510,57"
27 out 2000,"188.382.007,94"
26 out 2000,"151.026.525,01"
25 out 2000,"838.268.219,52"
24 out 2000,"165.639.765,35"
23 out 2000,"174.410.053,31"
20 out 2000,"405.699.346,09"
19 out 2000,"134.426.770,77"
18 out 2000,"526.234.519,19"
17 out 2000,"258.994.737,28"
16 out 2000,"259.077.864,11"
13 out 2000,"3.485.945.815,40"
11 out 2000,"1.088.284.870,26"
10 out 2000,"981.516.001,02"
09 out 2000,"162.440.199,16"
06 out 2000,"145.145.381,68"
05 out 2000,"100.471.187,55"
04 out 2000,"1.590.608.679,85"
03 out 2000,"189.376.261,93"
02 out 2000,"653.129.802,43"
29 set 2000,"2.712.312.440,86"
28 set 2000,"561.154.922,66"
27 set 2000,"772.578.006,90"
26 set 2000,"121.592.324,46"
25 set 2000,"296.747.733,70"
22 set 2000,"144.658.471,80"
21 set 2000,"162.606.636,09"
20 set 2000,"769.625.816,01"
19 set 2000,"117.912.515,86"
18 set 2000,"120.953.179,80"
15 set 2000,"3.872.642.551,93"
14 set 2000,"172.683.033,16"
13 set 2000,"744.159.556,30"
12 set 2000,"126.592.273,93"
11 set 2000,"460.756.369,38"
08 set 2000,"531.466.561,22"
06 set 2000,"1.634.165.000,13"
05 set 2000,"289.189.410,12"
04 set 2000,"153.209.668,29"
01 set 2000,"175.748.731,15"
31 ago 2000,"5.859.039.588,60"
30 ago 2000,"882.799.063,86"
29 ago 2000,"147.605.101,18"
28 ago 2000,"169.169.562,83"
25 ago 2000,"110.548.265,03"
24 ago 2000,"113.053.265,72"
23 ago 2000,"722.000.797,07"
22 ago 2000,"112.169.322,86"
21 ago 2000,"149.171.344,00"
18 ago 2000,"388.581.776,13"
17 ago 2000,"118.119.327,70"
16 ago 2000,"679.105.346,69"
15 ago 2000,"3.476.491.312,73"
14 ago 2000,"346.742.556,19"
11 ago 2000,"160.761.270,54"
10 ago 2000,"878.291.731,66"
09 ago 2000,"1.464.962.725,73"
08 ago 2000,"137.624.598,57"
07 ago 2000,"125.757.743,66"
04 ago 2000,"183.794.511,93"
03 ago 2000,"234.737.145,81"
02 ago 2000,"747.158.804,09"
01 ago 2000,"191.569.730,68"
31 jul 2000,"3.816.426.187,74"
28 jul 2000,"236.465.618,76"
27 jul 2000,"148.217.484,75"
26 jul 2000,"661.359.066,57"
25 jul 2000,"244.611.021,03"
24 jul 2000,"116.624.490,39"
21 jul 2000,"155.877.334,30"
20 jul 2000,"292.929.921,30"
19 jul 2000,"598.807.514,68"
18 jul 2000,"121.475.421,69"
17 jul 2000,"144.555.663,29"
14 jul 2000,"3.318.796.519,78"
13 jul 2000,"235.689.969,57"
12 jul 2000,"829.593.652,93"
11 jul 2000,"129.969.600,67"
10 jul 2000,"854.990.390,79"
07 jul 2000,"275.452.557,41"
06 jul 2000,"107.705.205,79"
05 jul 2000,"1.683.814.573,71"
04 jul 2000,"151.051.516,30"
03 jul 2000,"148.325.040,82"
30 jun 2000,"2.500.643.017,41"
29 jun 2000,"206.399.052,81"
28 jun 2000,"756.804.245,40"
27 jun 2000,"203.643.700,19"
26 jun 2000,"253.652.535,83"
23 jun 2000,"444.543.034,33"
21 jun 2000,"750.260.510,35"
20 jun 2000,"369.902.460,34"
19 jun 2000,"113.295.570,33"
16 jun 2000,"112.210.723,54"
15 jun 2000,"3.325.240.154,31"
14 jun 2000,"841.110.047,78"
13 jun 2000,"125.615.455,26"
12 jun 2000,"430.504.085,02"
09 jun 2000,"548.915.948,57"
08 jun 2000,"105.082.935,03"
07 jun 2000,"1.456.403.168,26"
06 jun 2000,"139.915.442,94"
05 jun 2000,"244.020.316,80"
02 jun 2000,"116.537.878,27"
01 jun 2000,"659.408.988,62"
31 mai 2000,"3.037.440.618,89"
30 mai 2000,"238.514.060,87"
29 mai 2000,"152.854.210,98"
26 mai 2000,"100.662.352,94"
25 mai 2000,"104.117.975,82"
24 mai 2000,"722.872.131,14"
23 mai 2000,"155.335.561,36"
22 mai 2000,"127.985.486,48"
19 mai 2000,"329.171.294,66"
18 mai 2000,"119.716.720,55"
17 mai 2000,"614.438.400,09"
16 mai 2000,"122.353.286,97"
15 mai 2000,"3.283.164.699,83"
12 mai 2000,"135.527.928,73"
